article_title,article_link,article_date,article_id
Yale researchers part of new NSF-funded quantum center,https://news.yale.edu/2020/08/07/yale-researchers-part-new-nsf-funded-quantum-center,"August 7, 2020",yale_33
Anatomy of an acne treatment,https://news.yale.edu/2020/08/03/anatomy-acne-treatment,"August 3, 2020",yale_34
An averted glance gives a glimpse of the mind behind the eyes,https://news.yale.edu/2020/08/03/averted-glance-gives-glimpse-mind-behind-eyes,"August 3, 2020",yale_35
"Insights & Outcomes: a new spin on quantum research, and the biology of sex",https://news.yale.edu/2020/07/30/insights-outcomes-new-spin-quantum-research-and-biology-sex,"July 30, 2020",yale_36
Immunologist Grace Chen honored for pioneering work,https://news.yale.edu/2020/07/30/immunologist-grace-chen-honored-pioneering-work,"July 30, 2020",yale_37
Scientists tap novel technologies to solve mystery of how water ‘grows’,https://news.yale.edu/2020/07/27/scientists-tap-novel-technologies-solve-mystery-how-water-grows,"July 27, 2020",yale_38
Yale to lead trial of potential COVID-19 treatment,https://news.yale.edu/2020/07/27/yale-lead-trial-potential-covid-19-treatment,"July 27, 2020",yale_39
Single cells have their own defenses against pathogens,https://news.yale.edu/2020/07/24/single-cells-have-their-own-defenses-against-pathogens,"July 24, 2020",yale_40
Applied Physics joins the School of Engineering & Applied Science,https://news.yale.edu/2020/07/16/applied-physics-joins-school-engineering-applied-science,"July 16, 2020",yale_41
Simple twist of DNA determines fate of placenta,https://news.yale.edu/2020/07/15/simple-twist-dna-determines-fate-placenta,"July 15, 2020",yale_42
Biosignatures may reveal a wealth of new data locked inside old fossils,https://news.yale.edu/2020/07/10/biosignatures-may-reveal-wealth-new-data-locked-inside-old-fossils,"July 10, 2020",yale_43
"Yale, Baylor create atlas of cellular change in lungs with fibrosis",https://news.yale.edu/2020/07/08/yale-baylor-create-atlas-cellular-change-lungs-fibrosis,"July 8, 2020",yale_44
Fundamentals of Physics II (expanded edition),https://news.yale.edu/2020/07/08/fundamentals-physics-ii-expanded-edition,"July 8, 2020",yale_45
Piecing together the timeline for an ancient shock to the carbon cycle,https://news.yale.edu/2020/07/06/piecing-together-timeline-ancient-shock-carbon-cycle,"July 6, 2020",yale_46
Professor’s drones help calibrate Brookhaven National Laboratory telescope,https://news.yale.edu/2020/06/30/professors-drones-help-calibrate-brookhaven-national-laboratory-telescope,"June 30, 2020",yale_47
A race to solve the COVID protein puzzle,https://news.yale.edu/2020/06/30/race-solve-covid-protein-puzzle,"June 30, 2020",yale_48
"Insights & Outcomes: Exosomes, a drug-coated balloon, and new info on AMOC",https://news.yale.edu/2020/06/26/insights-outcomes-exosomes-drug-coated-balloon-and-new-info-amoc,"June 26, 2020",yale_49
Watching what happens when a brain cell dies,https://news.yale.edu/2020/06/26/watching-what-happens-when-brain-cell-dies,"June 26, 2020",yale_50
Long and Gracheva named finalists for Blavatnik young scientist award,https://news.yale.edu/2020/06/24/long-and-gracheva-named-finalists-blavatnik-young-scientist-award,"June 24, 2020",yale_51
"Yale, Cambridge scientists discover immune pathway for detecting infection",https://news.yale.edu/2020/06/24/yale-cambridge-scientists-discover-immune-pathway-detecting-infection,"June 24, 2020",yale_52
Hammes-Schiffer wins Royal Society of Chemistry award,https://news.yale.edu/2020/06/23/hammes-schiffer-wins-royal-society-chemistry-award,"June 23, 2020",yale_53
Yale scientists solve a thorny problem,https://news.yale.edu/2020/06/18/yale-scientists-solve-thorny-problem,"June 18, 2020",yale_54
"Hard news: Early dinosaur eggs were soft, scientists say",https://news.yale.edu/2020/06/17/hard-news-early-dinosaur-eggs-were-soft-scientists-say,"June 17, 2020",yale_55
A busy signal from outer space,https://news.yale.edu/2020/06/17/busy-signal-outer-space,"June 17, 2020",yale_56
"Carefully, Yale labs stir to life across campus",https://news.yale.edu/2020/06/16/carefully-yale-labs-stir-life-across-campus,"June 16, 2020",yale_57
Fossil hunting? Look for the clay halo,https://news.yale.edu/2020/06/12/fossil-hunting-look-clay-halo,"June 12, 2020",yale_58
Gruber Neuroscience Prize awarded to three for their work on axon guidance,https://news.yale.edu/2020/06/11/gruber-neuroscience-prize-awarded-three-their-work-axon-guidance,"June 11, 2020",yale_59
"An experimental new method to study disease, including COVID-19",https://news.yale.edu/2020/06/10/experimental-new-method-study-disease-including-covid-19,"June 10, 2020",yale_60
Anthony Koleske appointed Ensign Professor of MB&B and Neuroscience,https://news.yale.edu/2020/06/08/anthony-koleske-appointed-ensign-professor-mbb-and-neuroscience,"June 8, 2020",yale_61
Q&A about the HASTE Data Science Workshop and COVID-19,https://news.yale.edu/2020/06/01/qa-about-haste-data-science-workshop-and-covid-19,"June 1, 2020",yale_62
Ahoy! ‘Oumuamua may be a hydrogen iceberg,https://news.yale.edu/2020/05/29/ahoy-oumuamua-may-be-hydrogen-iceberg,"May 29, 2020",yale_63
Fishy Facebook science? Yale ‘Methods Man’ gives tools to interpret data,https://news.yale.edu/2020/05/27/fishy-facebook-science-yale-methods-man-gives-tools-interpret-data,"May 27, 2020",yale_64
Yale researchers find where stress lives,https://news.yale.edu/2020/05/27/yale-researchers-find-where-stress-lives,"May 27, 2020",yale_65
"Campus students lead the way, stay connected, share science",https://news.yale.edu/2020/05/26/campus-students-lead-way-stay-connected-share-science,"May 26, 2020",yale_66
Yale finds a (much) earlier birth date for tectonic plates,https://news.yale.edu/2020/05/26/yale-finds-much-earlier-birth-date-tectonic-plates,"May 26, 2020",yale_67
"Under pressure, black holes feast",https://news.yale.edu/2020/05/22/under-pressure-black-holes-feast,"May 22, 2020",yale_68
"Tully Monster news, COVID-19 questions, and a picoscale discovery",https://news.yale.edu/2020/05/22/tully-monster-news-covid-19-questions-and-picoscale-discovery,"May 22, 2020",yale_69
Yale researchers discover how HIV hides from treatment,https://news.yale.edu/2020/05/13/yale-researchers-discover-how-hiv-hides-treatment,"May 13, 2020",yale_70
New imaging tool helps researchers see extent of Alzheimer’s early damage,https://news.yale.edu/2020/05/13/new-imaging-tool-helps-researchers-see-extent-alzheimers-early-damage,"May 13, 2020",yale_71
GSAS announces 2020 Graduate Mentor Award winners,https://news.yale.edu/2020/05/07/gsas-announces-2020-graduate-mentor-award-winners,"May 7, 2020",yale_72
Research led by Stefania Nicoli explores the genetic roots of heart disease,https://news.yale.edu/2020/05/06/research-led-stefania-nicoli-explores-genetic-roots-heart-disease,"May 6, 2020",yale_73
"Lars Hernquist and Volker Springel receive $500,000 Gruber Cosmology Prize",https://news.yale.edu/2020/05/06/lars-hernquist-and-volker-springel-receive-500000-gruber-cosmology-prize,"May 6, 2020",yale_74
"Yale, Field Museum map species diversity in South American national parks",https://news.yale.edu/2020/04/30/yale-field-museum-map-species-diversity-south-american-national-parks,"April 30, 2020",yale_75
Royal Society elects Nicholas Read,https://news.yale.edu/2020/04/30/royal-society-elects-nicholas-read,"April 30, 2020",yale_76
Battling COVID-19 with robots and a library of chemicals,https://news.yale.edu/2020/04/29/battling-covid-19-robots-and-library-chemicals,"April 29, 2020",yale_77
Yale researchers pursuing COVID-19 vaccine based on powerful Yale platform,https://news.yale.edu/2020/04/29/yale-researchers-pursuing-covid-19-vaccine-based-powerful-yale-platform,"April 29, 2020",yale_78
"Digging for dinosaurs in the desert — swimmers, at that",https://news.yale.edu/2020/04/29/digging-dinosaurs-desert-swimmers,"April 29, 2020",yale_79
Scott J. Miller elected to National Academy of Sciences,https://news.yale.edu/2020/04/28/scott-j-miller-elected-national-academy-sciences,"April 28, 2020",yale_80
"Peter Lengyel, professor emeritus of molecular biophysics and biochemistry",https://news.yale.edu/2020/04/27/peter-lengyel-professor-emeritus-molecular-biophysics-and-biochemistry,"April 27, 2020",yale_81
Genome editing center preserves Yale’s research while the world is on pause,https://news.yale.edu/2020/04/27/genome-editing-center-preserves-yales-research-while-world-pause,"April 27, 2020",yale_82
Faculty members honored with election to AAAS,https://news.yale.edu/2020/04/24/faculty-members-honored-election-aaas,"April 24, 2020",yale_83
Scientist works to rewire human immunity against COVID-19,https://news.yale.edu/2020/04/23/scientist-works-rewire-human-immunity-against-covid-19,"April 23, 2020",yale_84
Three appointed to endowed chairs,https://news.yale.edu/2020/04/23/three-appointed-endowed-chairs,"April 23, 2020",yale_85
Dr. Susan Baserga named the William H. Fleming Professor,https://news.yale.edu/2020/04/23/dr-susan-baserga-named-william-h-fleming-professor,"April 23, 2020",yale_86
"Yale’s EXPRES looks to the skies of a scorching, distant planet",https://news.yale.edu/2020/04/22/yales-expres-looks-skies-scorching-distant-planet,"April 22, 2020",yale_87
Study looks at reducing desalination technologies’ energy consumption,https://news.yale.edu/2020/04/21/study-looks-reducing-desalination-technologies-energy-consumption,"April 21, 2020",yale_88
"Scaling-up a potential COVID-19 therapy, one molecule at a time",https://news.yale.edu/2020/04/17/scaling-potential-covid-19-therapy-one-molecule-time,"April 17, 2020",yale_89
Peabody recruiting citizen scientists for FrogWatch,https://news.yale.edu/2020/04/16/peabody-recruiting-citizen-scientists-frogwatch,"April 16, 2020",yale_90
Racing a pandemic: Yale scientists design new ways of tracking COVID-19,https://news.yale.edu/2020/04/13/racing-pandemic-yale-scientists-design-new-ways-tracking-covid-19,"April 13, 2020",yale_91
Hope for a COVID-19 vaccine — a conversation with David Spiegel,https://news.yale.edu/2020/04/09/hope-covid-19-vaccine-conversation-david-spiegel,"April 9, 2020",yale_92
Genes sow seeds of neuropsychiatric diseases even before birth,https://news.yale.edu/2020/04/07/genes-sow-seeds-neuropsychiatric-diseases-even-birth,"April 7, 2020",yale_93
Insights & Outcomes: Cardiac lag times and chemistry that’s off the scale,https://news.yale.edu/2020/04/07/insights-outcomes-cardiac-lag-times-and-chemistry-thats-scale,"April 7, 2020",yale_94
"To relieve a critical shortage, a way to test face masks",https://news.yale.edu/2020/04/06/relieve-critical-shortage-way-test-face-masks,"April 6, 2020",yale_95
Understanding Alzheimer's through cell analysis and sex-specific research,https://news.yale.edu/2020/04/03/understanding-alzheimers-through-cell-analysis-and-sex-specific-research,"April 3, 2020",yale_96
Switching from robots to ventilators: how a class responds to COVID-19,https://news.yale.edu/2020/04/02/switching-robots-ventilators-how-class-responds-covid-19,"April 2, 2020",yale_97
How Yale genomic epidemiologists use mutations to track COVID-19,https://news.yale.edu/2020/04/01/how-yale-genomic-epidemiologists-use-mutations-track-covid-19,"April 1, 2020",yale_98
Suspect cells’ ‘neighbor’ implicated in colorectal cancer,https://news.yale.edu/2020/04/01/suspect-cells-neighbor-implicated-colorectal-cancer,"April 1, 2020",yale_99
‘We’ll continue until we find the answers’ — sequencing the COVID-19 genome,https://news.yale.edu/2020/03/31/well-continue-until-we-find-answers-sequencing-covid-19-genome,"March 31, 2020",yale_100
Yale science and social science library has new endowment — and a new name,https://news.yale.edu/2020/03/31/yale-science-and-social-science-library-has-new-endowment-and-new-name,"March 31, 2020",yale_101
Preliminary research describes method to disinfect badly needed respirators,https://news.yale.edu/2020/03/30/preliminary-research-describes-method-disinfect-badly-needed-respirators,"March 30, 2020",yale_102
Jordan Peccia on how viruses spread,https://news.yale.edu/2020/03/26/jordan-peccia-how-viruses-spread,"March 26, 2020",yale_103
A housebound world finds solace in Yale’s ‘Science of Well Being’ course,https://news.yale.edu/2020/03/25/housebound-world-finds-solace-yales-science-well-being-course,"March 25, 2020",yale_104
"Heads of colleges reappointed at Timothy Dwight, Saybrook and Morse",https://news.yale.edu/2020/03/25/heads-colleges-reappointed-timothy-dwight-saybrook-and-morse,"March 25, 2020",yale_105
Finding the best method to grow bioengineered tissue for pulmonary research,https://news.yale.edu/2020/03/24/finding-best-method-grow-bioengineered-tissue-pulmonary-research,"March 24, 2020",yale_106
New study finds immune cells can defend against multiple viruses,https://news.yale.edu/2020/03/19/new-study-finds-immune-cells-can-defend-against-multiple-viruses,"March 19, 2020",yale_107
Researchers find key to keep working memory working,https://news.yale.edu/2020/03/19/researchers-find-key-keep-working-memory-working,"March 19, 2020",yale_108
How you look at a protein can change its structure,https://news.yale.edu/2020/03/18/how-you-look-protein-can-change-its-structure,"March 18, 2020",yale_109
2020 Abel Prize in Mathematics goes to Yale’s Gregory Margulis,https://news.yale.edu/2020/03/18/2020-abel-prize-mathematics-goes-yales-gregory-margulis,"March 18, 2020",yale_110
A deep dive into the upward mobility of rocks,https://news.yale.edu/2020/03/16/deep-dive-upward-mobility-rocks,"March 16, 2020",yale_111
Paul Messier: Using science to advance the arts and humanities,https://news.yale.edu/2020/03/13/paul-messier-using-science-advance-arts-and-humanities,"March 13, 2020",yale_112
How T cells make sure they have quiet time,https://news.yale.edu/2020/03/12/how-t-cells-make-sure-they-have-quiet-time,"March 12, 2020",yale_113
SOM Insights: Male scientists praise their own research more,https://news.yale.edu/2020/03/11/som-insights-male-scientists-praise-their-own-research-more,"March 11, 2020",yale_114
"Brooke Russell’s journey of firsts, in physics and at Yale",https://news.yale.edu/2020/03/11/brooke-russells-journey-firsts-physics-and-yale,"March 11, 2020",yale_115
The harmful effects of stress during pregnancy can last a lifetime,https://news.yale.edu/2020/03/05/harmful-effects-stress-during-pregnancy-can-last-lifetime,"March 5, 2020",yale_116
"Basu, Fischer, Urry named inaugural AAS Fellows",https://news.yale.edu/2020/03/05/basu-fischer-urry-named-inaugural-aas-fellows,"March 5, 2020",yale_117
Researchers help restore hormonal balance disrupted in metabolic diseases,https://news.yale.edu/2020/03/04/researchers-help-restore-hormonal-balance-disrupted-metabolic-diseases,"March 4, 2020",yale_118
Could a neutrino be its own antiparticle? Yale physicists hunt for clues,https://news.yale.edu/2020/03/04/could-neutrino-be-its-own-antiparticle-yale-physicists-hunt-clues,"March 4, 2020",yale_119
Insights & Outcomes: Thermodynamics and the algebra of everything,https://news.yale.edu/2020/03/02/insights-outcomes-thermodynamics-and-algebra-everything,"March 2, 2020",yale_120
Overlooked arch in the foot is key to its evolution and function,https://news.yale.edu/2020/02/26/overlooked-arch-foot-key-its-evolution-and-function,"February 26, 2020",yale_121
Yale to explore new building for quantum research and engineering,https://news.yale.edu/2020/02/25/yale-explore-new-building-quantum-research-and-engineering,"February 25, 2020",yale_122
Why monkeys choose to drink alone,https://news.yale.edu/2020/02/24/why-monkeys-choose-drink-alone,"February 24, 2020",yale_123
Device mimics the mangrove’s water-purifying power,https://news.yale.edu/2020/02/21/device-mimics-mangroves-water-purifying-power,"February 21, 2020",yale_124
Crair named vice provost for research; Lewis to oversee Poorvu Center,https://news.yale.edu/2020/02/18/crair-named-vice-provost-research-lewis-oversee-poorvu-center,"February 18, 2020",yale_125
"Predicting 50,000 years of bird migrations",https://news.yale.edu/2020/02/18/predicting-50000-years-bird-migrations,"February 18, 2020",yale_126
Were dinosaurs warm blooded? Their eggshells say yes,https://news.yale.edu/2020/02/14/were-dinosaurs-warm-blooded-their-eggshells-say-yes,"February 14, 2020",yale_127
Laura E. Niklason elected to the National Academy of Engineering,https://news.yale.edu/2020/02/13/laura-e-niklason-elected-national-academy-engineering,"February 13, 2020",yale_128
Registration for Yale Innovation Summit is now open,https://news.yale.edu/2020/02/13/registration-yale-innovation-summit-now-open,"February 13, 2020",yale_129
"In the right (lab) culture, mentorship flourishes — and science benefits",https://news.yale.edu/2020/02/13/right-lab-culture-mentorship-flourishes-and-science-benefits,"February 13, 2020",yale_130
Brian Scassellati selected for AAAS Public Engagement Fellowship,https://news.yale.edu/2020/02/12/brian-scassellati-selected-aaas-public-engagement-fellowship,"February 12, 2020",yale_131
"Green chemistry is vital to a sustainable future, YSPH professor says",https://news.yale.edu/2020/02/12/green-chemistry-vital-sustainable-future-ysph-professor-says,"February 12, 2020",yale_132
Scientists find ally in fight against brain tumors: Ebola,https://news.yale.edu/2020/02/12/scientists-find-ally-fight-against-brain-tumors-ebola,"February 12, 2020",yale_133
Scenes from ‘The Wonderful World of Chemistry’,https://news.yale.edu/2020/02/11/scenes-wonderful-world-chemistry,"February 11, 2020",yale_134
"Princeton’s Bonnie Bassler Receives $500,000 Gruber Genetics Prize",https://news.yale.edu/2020/02/10/princetons-bonnie-bassler-receives-500000-gruber-genetics-prize,"February 10, 2020",yale_135
Yale to rename Geology & Geophysics department,https://news.yale.edu/2020/02/10/yale-rename-geology-geophysics-department,"February 10, 2020",yale_136
Yale Peabody’s dinosaurs head to Canada for some TLC,https://news.yale.edu/2020/02/06/yale-peabodys-dinosaurs-head-canada-some-tlc,"February 6, 2020",yale_137
A science discovery made in the shade,https://news.yale.edu/2020/02/05/science-discovery-made-shade,"February 5, 2020",yale_138
Researchers find that ubiquitous protein plays lead role in cell survival,https://news.yale.edu/2020/02/05/researchers-find-ubiquitous-protein-plays-lead-role-cell-survival,"February 5, 2020",yale_139
Yale research partner chosen as site for electron-ion collider,https://news.yale.edu/2020/02/04/yale-research-partner-chosen-site-electron-ion-collider,"February 4, 2020",yale_140
"Franke Program, blending science and humanities, hits the right note",https://news.yale.edu/2020/02/04/franke-program-blending-science-and-humanities-hits-right-note,"February 4, 2020",yale_141
Preprints can fill a void in times of rapidly changing science,https://news.yale.edu/2020/02/04/preprints-can-fill-void-times-rapidly-changing-science,"February 4, 2020",yale_142
"Two seniors, both women, win Churchill Scholarships for work in STEM",https://news.yale.edu/2020/01/30/two-seniors-both-women-win-churchill-scholarships-work-stem,"January 30, 2020",yale_143
A Breakthrough in Molding Materials at the Nanoscale,https://news.yale.edu/2020/01/29/breakthrough-molding-materials-nanoscale,"January 29, 2020",yale_144
Introducing ‘Insights & Outcomes’,https://news.yale.edu/2020/01/28/introducing-insights-outcomes,"January 28, 2020",yale_145
Tiny salamander’s huge genome may harbor the secrets of regeneration,https://news.yale.edu/2020/01/28/tiny-salamanders-huge-genome-may-harbor-secrets-regeneration,"January 28, 2020",yale_146
Scientists zero in on endgame for nasty bacteria,https://news.yale.edu/2020/01/27/scientists-zero-endgame-nasty-bacteria,"January 27, 2020",yale_147
"YSPH researcher Nathan Grubaugh on genomics, data sharing, and coronavirus",https://news.yale.edu/2020/01/24/ysph-researcher-nathan-grubaugh-genomics-data-sharing-and-coronavirus,"January 24, 2020",yale_148
Air pollution in New York area linked to fires hundreds of miles away,https://news.yale.edu/2020/01/23/air-pollution-new-york-area-linked-fires-hundreds-miles-away,"January 23, 2020",yale_149
The science of membranes’ gatekeeping abilities,https://news.yale.edu/2020/01/23/science-membranes-gatekeeping-abilities,"January 23, 2020",yale_150
Innovation award showcases strength of YSPH modeling unit,https://news.yale.edu/2020/01/23/innovation-award-showcases-strength-ysph-modeling-unit,"January 23, 2020",yale_151
John Tully and Richard Aslin honored with 2020 NAS awards,https://news.yale.edu/2020/01/22/john-tully-and-richard-aslin-honored-2020-nas-awards,"January 22, 2020",yale_152
"In death of dinosaurs, it was all about the asteroid — not volcanoes",https://news.yale.edu/2020/01/16/death-dinosaurs-it-was-all-about-asteroid-not-volcanoes,"January 16, 2020",yale_153
Latest tech in clinical grafts? A ‘universal’ blood vessel,https://news.yale.edu/2020/01/16/latest-tech-clinical-grafts-universal-blood-vessel,"January 16, 2020",yale_154
Collision helped make the Milky Way — and now we know when,https://news.yale.edu/2020/01/13/collision-helped-make-milky-way-and-now-we-know-when,"January 13, 2020",yale_155
The many lives of Triceratops skull No. 21,https://news.yale.edu/2020/01/13/many-lives-triceratops-skull-no-21,"January 13, 2020",yale_156
Molecular ‘doormen’ open the way to potential obesity treatment,https://news.yale.edu/2020/01/10/molecular-doormen-open-way-potential-obesity-treatment,"January 10, 2020",yale_157
"In fighting gut infections, nervous system is key, Yale-Harvard team finds",https://news.yale.edu/2020/01/09/fighting-gut-infections-nervous-system-key-yale-harvard-team-finds,"January 9, 2020",yale_158
The top YaleNews stories of 2019,https://news.yale.edu/2019/12/19/top-yalenews-stories-2019,"December 19, 2019",yale_159
Machine learning helps tame a sea of plankton species data,https://news.yale.edu/2019/12/18/machine-learning-helps-tame-sea-plankton-species-data,"December 18, 2019",yale_160
Nature honors Yale’s Sestan for reviving pigs’ brain function after death,https://news.yale.edu/2019/12/17/nature-honors-yales-sestan-reviving-pigs-brain-function-after-death,"December 17, 2019",yale_161
Nisheeth Vishnoi honored by Association for Computing Machinery,https://news.yale.edu/2019/12/13/nisheeth-vishnoi-honored-association-computing-machinery,"December 13, 2019",yale_162
"‘Portraits of a Planet’ — astronaut’s Yale exhibition blends art, science",https://news.yale.edu/2019/12/09/portraits-planet-astronauts-yale-exhibition-blends-art-science,"December 9, 2019",yale_163
Podcast: The potential for science & religion to unite on climate fight,https://news.yale.edu/2019/12/06/podcast-potential-science-religion-unite-climate-fight,"December 6, 2019",yale_164
PHATED to be: Yale researchers give shape to big data,https://news.yale.edu/2019/12/05/phated-be-yale-researchers-give-shape-big-data,"December 5, 2019",yale_165
"With cellular blueprint for lungs, researchers look to organ regeneration",https://news.yale.edu/2019/12/04/cellular-blueprint-lungs-researchers-look-organ-regeneration,"December 4, 2019",yale_166
Untangling the branches in the mammal tree of life,https://news.yale.edu/2019/12/04/untangling-branches-mammal-tree-life,"December 4, 2019",yale_167
An electron highway headed for methanol,https://news.yale.edu/2019/11/27/electron-highway-headed-methanol,"November 27, 2019",yale_168
World’s oldest comma shrimp was way ahead of the curve,https://news.yale.edu/2019/11/26/worlds-oldest-comma-shrimp-was-way-ahead-curve,"November 26, 2019",yale_169
New image offers close-up view of interstellar comet,https://news.yale.edu/2019/11/26/new-image-offers-close-view-interstellar-comet,"November 26, 2019",yale_170
Linkage between evolution of pregnancy and cancer spread explained,https://news.yale.edu/2019/11/26/linkage-between-evolution-pregnancy-and-cancer-spread-explained,"November 26, 2019",yale_171
Kline renovation will mark ‘re-envisioning of how we work on Science Hill’,https://news.yale.edu/2019/11/20/kline-renovation-will-mark-re-envisioning-how-we-work-science-hill,"November 20, 2019",yale_172
Jeffrey Brock appointed the Zhao and Ji Professor of Mathematics,https://news.yale.edu/2019/11/20/jeffrey-brock-appointed-zhao-and-ji-professor-mathematics,"November 20, 2019",yale_173
Ketogenic diet helps tame flu virus,https://news.yale.edu/2019/11/15/ketogenic-diet-helps-tame-flu-virus,"November 15, 2019",yale_174
Yale’s Horwich among researchers honored at ‘Oscars of Science’,https://news.yale.edu/2019/11/06/yales-horwich-among-researchers-honored-oscars-science,"November 6, 2019",yale_175
Elisa Celis and the fight for fairness in artificial intelligence,https://news.yale.edu/2019/11/06/elisa-celis-and-fight-fairness-artificial-intelligence,"November 6, 2019",yale_176
Yale scientists capture dynamic brain in action,https://news.yale.edu/2019/11/04/yale-scientists-capture-dynamic-brain-action,"November 4, 2019",yale_177
Gordon Shepherd honored with Discovery Award,https://news.yale.edu/2019/11/01/gordon-shepherd-honored-discovery-award,"November 1, 2019",yale_178
Haskins Lab’s Philip Rubin named president-elect of science federation,https://news.yale.edu/2019/11/01/haskins-labs-philip-rubin-named-president-elect-science-federation,"November 1, 2019",yale_179
"Yale Science Building opens, signaling new era for Science Hill",https://news.yale.edu/2019/10/30/yale-science-building-opens-signaling-new-era-science-hill,"October 30, 2019",yale_180
