,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,consent,age,race,ethnicity,major.declare,gender,against.time_First.Click,against.time_Last.Click,against.time_Page.Submit,against.time_Click.Count,genes.time_First.Click,genes.time_Last.Click,genes.time_Page.Submit,genes.time_Click.Count,shell.time_First.Click,shell.time_Last.Click,shell.time_Page.Submit,shell.time_Click.Count,stimuli.title,anagram1.time_First.Click,anagram1.time_Last.Click,anagram1.time_Page.Submit,anagram1.time_Click.Count,anagram1,anagram2.time_First.Click,anagram2.time_Last.Click,anagram2.time_Page.Submit,anagram2.time_Click.Count,anagram2,anagram3.time_First.Click,anagram3.time_Last.Click,anagram3.time_Page.Submit,anagram3.time_Click.Count,anagram3,anagram4.time_First.Click,anagram4.time_Last.Click,anagram4.time_Page.Submit,anagram4.time_Click.Count,anagram4,anagram5.time_First.Click,anagram5.time_Last.Click,anagram5.time_Page.Submit,anagram5.time_Click.Count,anagram5,anagram6.time_First.Click,anagram6.time_Last.Click,anagram6.time_Page.Submit,anagram6.time_Click.Count,anagram6,anagram7.time_First.Click,anagram7.time_Last.Click,anagram7.time_Page.Submit,anagram7.time_Click.Count,anagram7,anagram8.time_First.Click,anagram8.time_Last.Click,anagram8.time_Page.Submit,anagram8.time_Click.Count,anagram8,anagram9.time_First.Click,anagram9.time_Last.Click,anagram9.time_Page.Submit,anagram9.time_Click.Count,anagram9,anagram10.time_First.Click,anagram10.time_Last.Click,anagram10.time_Page.Submit,anagram10.time_Click.Count,anagram10,creativity.time_First.Click,creativity.time_Last.Click,creativity.time_Page.Submit,creativity.time_Click.Count,interest_1,interest_2,interest_3,interest_4,interest_5,interest_6,interest_7,interest_8,interest_9,interest_10,interest_11,interest_12,interest_13,interest_14,interest_15,interest_16,interest_17,interest_18,lead_1,lead_2,lead_3,lead_4,lead_5,lead_6,lead_7,pj.fit_1,pj.fit_2,pj.fit_3,pj.fit_4,pj.fit_5,confidence_1,confidence_2,confidence_3,selfeff_1,selfeff_2,selfeff_3,selfeff_4,selfeff_5,selfeff_6,selfeff_7,selfeff_8,selfeff_9,selfeff_10,selfeff_11,selfeff_12,selfeff_13,selfeff_14,selfeff_15,selfeff_16,selfeff_17,selfeff_18,dd.interest,dd.graduate,dd.prof,dd.gender.good,dd.gender.career,dd.important,dd.useful,dd.care,dd.school_1,dd.school_2,dd.school_3,dd.school_4,dd.school_5,dd.school_6,dd.school_7,dd.school_8,dd.school_9,dd.school_10,dd.school_11,dd.school_12,dd.school_13,dd.school_14,dd.major,gender.belief_1,gender.belief_2,gender.belief_3,gender.belief_4,manip.gender,manip.image,major,stem.classes.num,FL_15_DO,Stimuli.againstthetide_DO,Stimuli.genesforage_DO,Stimuli.shellofplant_DO,against.article,against.gender,against.image,genes.article,genes.gender,genes.image,shell.article,shell.gender,shell.image,in_research_methods_class,genderF,gender.mf.F,participant.gender,article.cond,image.cond,image.3level.cond,image.2level.cond,gender.cond,cell,article.image.cond,stimuli.title.score,manip.gender.score,manip.image.score
97,3/18/19 16:33,3/18/19 16:42,0,100,534,1,3/18/19 16:42,anonymous,4,19,13,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.169,0,3,1.858,1.858,4.668,1,mitochondria,4.574,5.628,9.445,2,equinox,1.767,1.767,3.626,1,pipette,0.931,0.931,5.298,1,i don't know,0.873,8.242,11.424,6,experiment,1.142,1.142,5.029,1,i don't know,0.836,0.836,6.793,1,i don't know,1.121,1.121,5.735,1,i don't know,0.92,0.92,5.975,1,i don't know,0.734,0.734,7.206,1,i don't know,5.242,5.242,20.252,1,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,5,4,3,4,5,4,5,3,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,2,5,2,2,5,3,4,2,3,4,7,7,5,4,4,4,1,4,4,4,5,6,8,8,8,1,1,4,"39,56",4,Stimuli-shellofplant,,,shell.time|shell.M.O2,,,,,,,shell,M,O2,FALSE,2,2,Women,shell,O2,O,O,M,shell M O2,Man-No Pic,1,1,1
98,3/18/19 16:27,3/18/19 16:44,0,100,1004,1,3/18/19 16:44,anonymous,4,18,13,1,2,2,4.15,4.15,4.648,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.882,36.906,36.91,4,,5.565,5.581,5.585,2,,9.732,9.746,9.75,2,,2.122,2.137,2.14,2,,2.127,2.142,2.146,2,,2.635,2.647,2.65,2,,4.716,4.731,4.734,2,,2.295,2.311,2.317,2,,4.588,4.6,4.605,2,,7.024,9.548,9.552,5,,0.012,28.589,28.993,7,2,6,7,2,6,6,6,7,2,6,6,2,6,1,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,5,4,4,6,5,6,5,2,6,6,6,5,6,6,5,6,7,2,5,7,2,2,6,6,7,7,7,7,7,7,7,7,7,7,7,5,6,5,3,2,7,7,8,2,2,5,"39,43",6,Stimuli-againstthetide,against.time|against.F.O3,,,against,F,O3,,,,,,,FALSE,2,2,Women,against,O3,O,O,F,against F O3,Woman-No Pic,1,1,1
99,3/18/19 16:20,3/18/19 16:45,0,100,1511,1,3/18/19 16:45,anonymous,4,19,13,"2,5",2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,139.497,0,3,12.491,59.928,60.324,3,Mitochondria,45.625,45.635,45.645,2,,16.924,26.173,29.845,4,Pippeet,69.079,69.085,69.092,2,,56.158,113.435,113.445,4,,52.997,74.399,75.428,4,.,64.64,64.653,69.505,2,Striation,19.783,19.792,35.689,2,Centrifuge,55.198,55.102,55.24,2,,2.979,47.435,48.121,5,Microscope,5.23,95.1,95.463,10,2,6,6,2,6,6,6,6,2,6,6,2,6,2,5,6,2,6,7,7,6,6,6,6,6,5,5,5,5,6,6,6,5,5,5,5,3,6,6,6,6,2,6,6,2,6,2,5,6,2,6,6,2,7,3,1,6,6,5,6,5,5,4,5,5,5,5,5,5,4,4,4,4,2,7,7,7,2,2,2,10,9,Stimuli-shellofplant,,,shell.time|shell.F.F1,,,,,,,shell,F,F1,FALSE,1,1,Men,shell,F1,F,P,F,shell F F1,Woman-Pic,1,1,1
100,3/18/19 15:25,3/18/19 15:53,0,100,1690,1,3/18/19 16:46,anonymous,4,20,13,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,119.977,0,3,2.416,2.416,15.484,1,mitochondria,3.307,36.289,36.311,2,,3.096,39.955,39.968,2,,54.511,54.511,54.522,1,,28.644,28.644,28.653,1,,9.733,9.733,9.747,1,,21.5,21.5,21.512,1,,24.687,24.687,24.696,1,,24.491,24.491,24.402,1,,17.433,17.433,17.439,1,,11.968,109.236,144.798,7,2,5,5,2,5,5,5,6,2,6,6,2,6,2,6,6,2,6,6,6,6,6,6,6,6,4,3,3,3,4,5,5,4,4,5,4,5,5,5,6,6,2,6,6,2,6,2,6,6,2,6,2,5,6,3,2,6,6,5,6,6,6,6,6,6,5,5,5,3,3,3,5,5,5,8,8,8,3,2,4,4,15,Stimuli-shellofplant,,,shell.time|shell.M.O1,,,,,,,shell,M,O1,FALSE,2,2,Women,shell,O1,O,O,M,shell M O1,Man-No Pic,1,0,1
101,3/18/19 16:07,3/18/19 16:32,0,100,1516,1,3/18/19 16:47,anonymous,4,18,3,2,2,2,NA,NA,NA,NA,196.152,196.152,197.152,1,NA,NA,NA,NA,2,1.032,1.032,7.039,1,mitochondria,0.981,41.504,43.931,5,equipon,0.916,75.739,79.294,10,pippete,1.023,195.386,197.446,28,canittumopac ,0.785,118.694,140.501,25,perinextrem ,0.929,76.103,77.517,13,ploboncyte,0.828,98.416,99.155,15,artonitis ,0.728,23.394,27.158,2,figunecert,0.878,110.189,110.196,20,,0.865,3.642,4.123,2,microscope,1.901,46.981,49.488,9,3,6,6,4,6,6,6,7,3,6,6,3,6,6,3,5,3,5,3,6,6,6,6,6,6,5,5,6,5,3,6,5,5,3,3,3,3,6,6,6,7,3,6,6,2,6,5,3,5,3,5,6,2,2,3,2,6,6,5,6,5,5,3,3,5,3,5,5,5,3,3,3,3,8,8,8,8,2,1,3,53,2,Stimuli-genesforage,,genes.time|genes.M.O3,,,,,genes,M,O3,,,,FALSE,2,2,Women,genes,O3,O,O,M,genes M O3,Man-No Pic,1,1,1
102,3/18/19 16:39,3/18/19 16:48,0,100,544,1,3/18/19 16:48,anonymous,4,18,13,2,1,1,15.461,15.714,48.368,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1.118,6.855,8.956,3,chromatin,0.638,32.466,34.363,4,quinie,1.286,14.086,15.405,5,pippete,1.649,8.485,12.222,3,computation,1.651,7.568,10.051,3,experiment,1.211,10.161,13.51,3,obpotency,2.073,11.02,13.405,3,stration,0.543,7.198,10.628,4,centrifuge,0.574,10.285,14.486,4,antically,1.22,11.149,11.444,4,microscope,1.653,25.921,44.079,3,2,6,6,2,6,6,6,6,2,6,6,2,6,2,5,5,3,5,6,6,6,6,7,7,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,2,6,2,5,6,2,6,6,2,6,3,3,6,5,7,5,4,4,4,4,5,5,5,5,5,5,6,5,5,2,8,8,8,2,2,2,7,2,Stimuli-againstthetide,against.time|against.F.F1,,,against,F,F1,,,,,,,FALSE,1,1,Men,against,F1,F,P,F,against F F1,Woman-Pic,1,1,1
103,3/18/19 16:27,3/18/19 16:49,0,100,1285,1,3/18/19 16:49,anonymous,4,19,"1,3",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43.387,0,3,1.797,1.797,6.942,1,mitochondria,1.134,26.504,26.506,2,,1.008,1.008,41.684,1,pipette,1.138,58.321,58.325,4,,0.931,68.33,68.334,2,,1.598,20.997,21.001,2,,1.845,71.581,72.453,2,transition,1.047,1.047,31.524,1,centrifuge,0.882,55.996,56,2,,1.764,1.764,21.566,1,microscope,6.1,76.373,82.668,4,2,5,6,1,6,6,6,7,1,6,6,2,5,3,5,5,3,4,6,5,5,6,5,5,4,3,3,3,5,4,2,2,2,2,3,3,6,5,5,5,7,2,6,6,2,5,5,5,5,5,4,1,3,4,4,3,6,6,5,7,7,7,7,7,2,2,2,2,2,2,4,4,6,7,8,8,8,7,2,4,"7,49,51",9,Stimuli-shellofplant,,,shell.time|shell.F.O2,,,,,,,shell,F,O2,FALSE,1,1,Men,shell,O2,O,O,F,shell F O2,Woman-No Pic,1,1,1
104,3/18/19 16:02,3/18/19 16:49,0,100,2787,1,3/18/19 16:49,anonymous,4,19,10,5,2,2,46.533,53.15,85.352,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1.478,1.402,6.05,2,Mitochondria ,1.948,49.112,49.118,4,,2.679,2.691,54.055,2,peptipe,5.842,50.711,50.716,5,,3.011,58.272,92.353,8,pinextreme,9.326,215.683,232.986,9,bolcentpoly,18.95,18.978,161.719,2,tranoitis,8.066,8.071,8.074,2,,5.567,47.072,47.076,4,,2.318,75.551,149.172,26,permociccso,14.729,172.964,195.125,19,2,6,6,2,6,6,5,6,2,7,6,2,6,2,5,4,2,6,7,7,7,6,7,5,6,4,4,5,4,4,5,6,6,6,4,6,3,6,6,6,6,2,6,5,2,6,2,4,4,2,6,3,6,7,4,2,6,7,5,6,6,6,2,5,3,5,4,4,3,5,6,5,5,3,6,7,8,1,1,1,45,9,Stimuli-againstthetide,against.time|against.M.M3,,,against,M,M3,,,,,,,FALSE,2,2,Women,against,M3,M,P,M,against M M3,Man-Pic,1,1,1
105,3/18/19 16:34,3/18/19 16:51,0,100,1014,1,3/18/19 16:51,anonymous,4,21,13,2,1,2,0,0,57.201,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.344,1.344,10.409,1,mitochondria,13.333,13.333,13.341,1,,1.411,1.411,4.375,1,pipette,1.137,47.231,50.348,3,computation,3.149,18.076,21.208,2,experiment,1.521,21.11,21.114,4,,3.093,15.077,19.475,3,striation,3.788,217.516,220.995,3,centrifuge,4.974,26.035,26.046,3,,2.871,15.967,16.369,4,microscope,2.755,2.755,46.514,1,1,7,7,1,7,7,7,7,1,7,7,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,2,7,7,7,7,1,7,7,1,7,1,7,7,1,7,6,6,6,4,2,7,7,7,5,2,2,2,2,7,7,7,7,7,7,7,1,1,2,8,8,8,6,1,5,"39,43",16,Stimuli-againstthetide,against.time|against.F.O2,,,against,F,O2,,,,,,,FALSE,2,2,Women,against,O2,O,O,F,against F O2,Woman-No Pic,1,0,1
106,3/18/19 16:22,3/18/19 16:51,0,100,1741,1,3/18/19 16:51,anonymous,4,19,3,1,1,2,1.639,115.376,144.463,21,NA,NA,NA,NA,NA,NA,NA,NA,1,2.26,2.304,26.765,2,Mitochondria,16.9,48.347,48.352,7,,3.168,72.151,72.154,4,,13.021,54.27,54.277,8,,11.259,29.675,29.682,4,,22.468,40.712,40.716,4,,14.057,33.242,33.246,3,,11.674,12.487,12.491,3,,18.306,18.436,18.44,2,,18.12,19.704,19.707,3,,7.395,67.579,67.508,5,2,7,7,1,6,6,7,7,1,7,7,1,7,1,4,6,1,7,7,7,7,7,7,7,7,6,6,6,7,6,6,7,6,6,6,6,2,7,7,7,7,1,7,7,1,7,1,4,6,1,7,5,5,7,3,2,7,7,7,6,6,6,5,6,6,6,6,6,5,6,6,5,6,2,8,8,8,2,1,5,5,16,Stimuli-againstthetide,against.time|against.M.M2,,,against,M,M2,,,,,,,FALSE,2,2,Women,against,M2,M,P,M,against M M2,Man-Pic,1,1,0
107,3/18/19 15:33,3/18/19 16:06,0,100,1992,1,3/18/19 16:52,anonymous,4,18,13,2,2,2,0,0,89.206,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1.521,10.801,14.824,2,mitochondria ,2.034,51.876,51.881,6,,2.372,92.158,92.161,3,,1.358,22.083,22.088,2,,1.738,40.999,41.005,4,,2.022,9.628,9.632,2,,1.403,74.288,74.292,3,,10.328,10.328,10.334,1,,4.041,5.375,5.379,2,,4.017,7.729,7.736,2,,97.44,97.44,425.131,1,2,6,6,2,6,6,6,7,1,7,6,2,4,2,6,6,2,5,7,7,7,7,5,5,5,5,5,5,4,4,5,5,5,2,3,6,3,6,6,6,6,1,6,6,1,5,2,6,6,2,6,5,6,6,3,2,6,6,6,7,7,7,7,7,2,3,2,3,3,6,5,3,3,5,3,8,8,2,2,5,3,7,Stimuli-againstthetide,against.time|against.F.O3,,,against,F,O3,,,,,,,FALSE,2,2,Women,against,O3,O,O,F,against F O3,Woman-No Pic,1,1,1
108,3/18/19 16:24,3/18/19 16:38,0,100,819,1,3/18/19 16:53,anonymous,4,19,13,2,1,2,NA,NA,NA,NA,4.633,6.883,6.915,4,NA,NA,NA,NA,2,0.822,8.317,75.914,6,Iodroamchitn,2.51,2.528,10.554,2,Equinox ,0.711,16.93,21.167,10,pippete,0.768,0.789,87.113,2,Opacittnumo,0.991,1.012,11.876,2,Eextmreipn,1.796,1.815,8.514,2,Not sure ,0.608,0.622,7.98,2,Not sure ,0.645,0.669,2.646,2,Not sure ,0.646,0.666,7.291,2,Not sure ,0.684,3.433,3.512,4,Not sure ,3.383,39.318,46.802,19,6,6,6,2,6,6,6,6,2,6,6,2,6,2,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,3,6,4,3,6,5,6,6,2,6,6,2,5,2,5,6,2,6,3,2,7,3,2,5,5,7,7,7,7,7,7,4,5,3,3,2,6,6,6,6,4,6,6,6,6,2,4,39,4,Stimuli-genesforage,,genes.time|genes.M.O3,,,,,genes,M,O3,,,,FALSE,2,2,Women,genes,O3,O,O,M,genes M O3,Man-No Pic,1,0,0
109,3/18/19 16:21,3/18/19 16:55,0,100,2023,1,3/18/19 16:55,anonymous,4,19,3,2,1,1,6.929,6.929,354.244,1,NA,NA,NA,NA,NA,NA,NA,NA,1,8.184,8.184,19.431,1,mitochondria,2.147,2.147,105.045,1,quiopine,40.946,63.992,63.995,2,,11.041,21.314,33.42,2,computation,18.383,27.138,43.14,2,experiment,8.289,56.856,56.859,4,,2.943,4.896,34.886,2,striation,3.365,5.023,24.089,2,centrifuge,5.637,81.423,82.983,9,acealelity,5.336,7.052,29.179,2,microscope,10.02,75.577,188.862,2,1,7,7,1,7,7,6,7,1,6,6,1,6,1,4,7,1,7,7,7,7,7,7,6,7,6,6,6,6,6,6,6,6,6,2,6,2,7,7,7,7,1,6,6,1,6,1,4,7,1,6,6,6,7,2,2,7,7,7,7,6,6,5,5,6,6,6,6,5,6,6,1,1,2,7,7,7,3,1,5,4,8,Stimuli-againstthetide,against.time|against.M.O1,,,against,M,O1,,,,,,,FALSE,1,1,Men,against,O1,O,O,M,against M O1,Man-No Pic,1,1,1
110,3/18/19 15:44,3/18/19 16:57,0,100,4395,1,3/18/19 16:57,anonymous,4,18,11,1,1,1,399.244,399.244,485.866,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4.81,4.81,26.327,1,mitochondria,159.111,216.555,216.56,2,,24.96,240.822,240.827,2,,1.564,1.564,52.834,1,computation,3.182,3.182,15.932,1,experiment,165.485,165.485,165.489,1,,21.001,21.001,83.061,1,striation,5.551,5.551,12.667,1,centrifuge,1.735,306.223,306.225,6,,30.089,30.089,40.358,1,microscope,84.073,550.609,638.523,9,1,7,7,1,7,7,7,7,1,7,7,1,7,1,6,7,1,7,7,7,7,7,7,7,7,6,6,7,7,6,6,7,5,6,2,6,2,7,7,7,1,1,7,7,1,7,1,6,7,1,7,6,7,7,4,2,7,7,7,6,4,5,4,5,6,6,6,6,5,5,5,2,2,1,8,8,8,2,1,1,"3,4,5,6,7,8,9,10,11,29,37,38,39,40,15,16,41,42,43,44,45,46,52",2,Stimuli-againstthetide,against.time|against.M.M1,,,against,M,M1,,,,,,,FALSE,1,1,Men,against,M1,M,P,M,against M M1,Man-Pic,1,1,1
111,3/18/19 16:21,3/18/19 17:03,0,100,2561,1,3/18/19 17:03,anonymous,4,20,3,2,1,2,NA,NA,NA,NA,0,0,170.097,0,NA,NA,NA,NA,2,2.102,2.184,14.395,2,mitochondria,34.638,34.645,34.652,2,,4.586,23.212,23.218,4,,45.66,45.723,45.735,2,,13.402,13.409,13.414,2,,8.755,8.767,8.774,2,,8.794,8.801,8.806,2,,8.794,8.701,8.809,2,,9.064,9.076,9.083,2,,2.191,11.897,11.904,3,,23.66,181.213,181.61,26,1,7,7,1,7,7,7,7,1,7,7,1,7,1,4,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,2,7,7,7,7,1,7,7,1,7,1,4,7,1,7,5,4,7,4,2,7,7,6,7,6,6,4,5,6,3,6,6,6,2,3,6,6,1,8,8,8,2,2,3,7,12,Stimuli-genesforage,,genes.time|genes.M.M3,,,,,genes,M,M3,,,,FALSE,2,2,Women,genes,M3,M,P,M,genes M M3,Man-Pic,1,0,0
112,3/18/19 15:55,3/18/19 16:50,0,100,3295,1,3/18/19 17:05,anonymous,4,19,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,61.545,78.801,98.091,2,3,2.087,73.939,101.15,2,mitochondria,67.3,67.3,67.428,1,,5.001,268.845,271.402,6,pippete,430.603,430.603,430.627,1,,18.115,18.115,51.774,1,experiment,183.864,183.864,183.881,1,,195.779,267.481,267.498,4,,68.137,76.185,77.442,2,centrifuge,84.911,107.553,125.231,5,alcalenity,47.383,47.383,47.3,1,,10.906,183.107,185.122,5,1,7,7,1,7,7,7,7,1,7,7,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,1,7,7,1,7,1,7,7,1,7,6,7,7,4,2,7,7,7,6,5,5,3,5,3,5,5,5,3,5,5,3,1,2,8,8,8,1,2,4,"29,46,48",7,Stimuli-shellofplant,,,shell.time|shell.M.O1,,,,,,,shell,M,O1,FALSE,2,2,Women,shell,O1,O,O,M,shell M O1,Man-No Pic,1,0,1
113,3/18/19 16:45,3/18/19 17:06,0,100,1216,1,3/18/19 17:06,anonymous,4,19,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,37.085,37.085,45.532,1,3,1.313,30.059,30.065,2,,2.686,59.659,59.664,2,,7.74,8.194,8.2,2,,48.298,50.166,50.17,2,,15.285,15.285,19.768,1,exemption,29.555,29.555,29.561,1,,19.548,19.548,19.553,1,,29.788,29.788,29.797,1,,12.267,12.267,15.748,1,calamity,13.677,25.76,28.814,4,microscope,10.485,10.485,42.406,1,1,7,7,1,7,7,7,7,1,7,6,1,6,2,5,6,2,6,7,7,7,7,7,7,6,7,7,7,7,7,6,6,6,6,5,6,3,6,6,6,7,1,6,6,1,6,2,5,6,2,6,5,5,7,4,1,6,6,7,7,7,7,7,7,5,5,5,5,3,5,5,2,2,3,7,8,8,2,2,4,4,8,Stimuli-shellofplant,,,shell.time|shell.M.O1,,,,,,,shell,M,O1,FALSE,2,2,Women,shell,O1,O,O,M,shell M O1,Man-No Pic,1,0,1
114,3/18/19 15:17,3/18/19 15:43,0,100,1513,1,3/18/19 17:10,anonymous,4,18,10,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,30.383,36.254,46.548,7,3,1.175,46.504,47.316,2,mitochondria,66.702,66.702,66.708,1,,8.389,22.902,26.899,3,pippete,141.139,141.139,141.143,1,,1.351,1.351,8.287,1,experiment,0.835,78.899,78.904,2,,107.693,107.693,107.697,1,,176.327,176.327,176.331,1,,36.815,36.815,36.819,1,,2.66,3.044,9.664,2,microscopic,2.802,4.795,87.501,2,2,6,6,2,6,6,6,6,2,5,5,1,6,3,6,6,3,3,7,6,5,4,4,4,3,5,5,5,3,4,6,5,3,5,3,5,3,6,6,6,2,2,6,6,2,5,4,6,6,3,4,5,4,3,2,1,6,6,6,7,6,7,6,5,5,6,5,5,4,6,6,2,2,5,8,8,8,2,1,4,"31,41,48",6,Stimuli-shellofplant,,,shell.time|shell.F.O3,,,,,,,shell,F,O3,FALSE,2,2,Women,shell,O3,O,O,F,shell F O3,Woman-No Pic,1,0,1
115,3/18/19 16:26,3/18/19 17:14,0,100,2915,1,3/18/19 17:14,anonymous,4,19,3,2,1,2,NA,NA,NA,NA,11.281,147.69,148.527,5,NA,NA,NA,NA,2,32.206,117.02,126.577,5,iodochromatin,4.621,269.452,339.26,25,quo pn ie i ,2.239,217.562,225.53,24,pipe ept,3.538,168.955,196.591,8,not capacitor,1.468,54.599,120.084,5,extern mpi ,1.731,45.363,46.687,4,bop tloy nce,3.597,3.597,3.601,1,,2.204,2.204,2.206,1,,2.373,2.373,2.376,1,,3.577,3.577,3.581,1,,4.6,591.476,592.183,30,1,7,7,1,7,7,7,7,1,7,7,1,7,1,5,7,1,7,7,7,7,7,7,7,7,4,4,4,6,6,5,6,4,4,1,5,1,7,7,7,7,1,7,7,1,7,1,5,7,1,7,4,7,7,1,1,7,7,7,4,5,5,5,5,5,4,5,5,4,7,7,1,1,3,3,7,7,1,2,3,15,4,Stimuli-genesforage,,genes.time|genes.M.O1,,,,,genes,M,O1,,,,FALSE,2,2,Women,genes,O1,O,O,M,genes M O1,Man-No Pic,1,0,1
116,3/18/19 16:43,3/18/19 17:15,0,100,1919,1,3/18/19 17:15,anonymous,4,19,12,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,19.236,112.997,122.1,4,3,1.441,8.531,25.482,2,mitochondria,1.071,39.266,39.27,2,,1.19,12.896,21.179,2,pippete,1.743,44.458,44.462,5,,1.488,98.781,100.198,6,extremepin,22.074,25.111,25.115,2,,105.252,105.252,105.256,1,,19.577,19.577,23.734,1,centrifuge,136.382,136.382,136.385,1,,20.49,28.114,28.117,2,,5.391,278.084,278.823,5,1,7,7,1,7,7,7,7,1,7,7,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,2,7,7,7,7,7,7,7,1,7,7,7,7,1,7,6,4,6,4,2,7,7,7,4,2,2,2,2,7,7,7,7,7,4,6,3,4,2,8,8,8,1,2,2,10,13,Stimuli-shellofplant,,,shell.time|shell.F.F2PS,,,,,,,shell,F,F2PS,FALSE,3,NA,NA,shell,F2PS,F,P,F,shell F F2PS,Woman-Pic,1,1,1
117,3/18/19 16:46,3/18/19 17:16,0,100,1822,1,3/18/19 17:16,anonymous,4,20,3,2,1,2,0,0,107.582,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2.347,2.347,26.821,1,mitochondria ,1.757,46.724,46.728,4,,1.337,87.093,87.096,4,,2.09,68.662,79.367,3,computation,1.523,42.542,49.053,3,experiment,1.795,18.716,18.722,2,,6.108,132.381,132.384,7,,2.371,47.888,47.89,4,,1.598,85.795,85.802,5,,3.038,43.166,61.386,3,microscope,15.86,15.86,51.881,1,2,6,6,2,6,6,6,6,2,6,6,2,6,2,5,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,3,6,6,6,6,2,6,6,2,6,2,5,6,2,6,6,5,7,4,2,6,6,6,6,3,5,3,3,6,6,6,6,6,5,6,2,2,2,8,8,8,2,2,2,52,19,Stimuli-againstthetide,against.time|against.F.F1,,,against,F,F1,,,,,,,FALSE,2,2,Women,against,F1,F,P,F,against F F1,Woman-Pic,1,1,1
118,3/18/19 16:45,3/18/19 17:03,0,100,1066,1,3/18/19 17:18,anonymous,4,18,"13,3",5,2,1,NA,NA,NA,NA,42.711,55.452,56.062,3,NA,NA,NA,NA,2,3.374,3.411,12.28,2,Mitochondria ,1.093,20.129,20.257,4,,1.335,19.496,19.505,4,,1.578,18.031,18.039,4,,0.93,9.22,9.233,4,,4.687,4.699,4.705,2,,2.208,3.901,4.013,4,,3.312,3.326,3.333,2,,2.634,5.13,5.137,3,,4.657,4.671,4.68,2,,5.119,10.388,62.708,4,4,6,5,3,6,6,2,7,4,6,6,1,4,4,4,5,3,5,6,5,4,4,4,5,5,5,5,4,3,4,5,3,4,5,5,5,3,5,6,6,6,1,6,6,1,6,3,5,5,4,4,5,1,4,3,1,5,5,6,5,5,6,4,2,6,5,6,6,6,6,5,3,1,2,8,8,8,1,2,3,53,2,Stimuli-genesforage,,genes.time|genes.M.O2,,,,,genes,M,O2,,,,FALSE,1,1,Men,genes,O2,O,O,M,genes M O2,Man-No Pic,1,0,1
119,3/18/19 17:14,3/18/19 17:27,0,100,784,1,3/18/19 17:27,anonymous,4,19,13,2,2,1,NA,NA,NA,NA,0,0,37.504,0,NA,NA,NA,NA,2,3.496,3.496,8.418,1,mitochondria,6.744,38.687,42.64,2,equip,3.577,13.426,20.757,2,pipet,1.592,2.93,19.907,2,computation,2.07,17.942,18.473,5,experiment,13.648,19.631,19.635,2,,4.558,4.558,24.22,1,striation,8.041,8.119,11.203,2,centrifuge,8.752,8.752,12.025,1,actually,9.513,9.591,13.388,2,microscope,1.949,1.949,44.352,1,2,7,7,2,6,6,7,7,1,6,6,2,6,3,5,5,2,6,6,6,5,7,6,4,5,6,5,6,5,5,5,5,6,6,5,4,2,5,6,6,6,2,6,5,2,6,2,5,6,2,6,5,1,5,3,3,6,6,7,6,6,6,6,6,6,5,6,6,6,7,7,2,2,2,7,4,8,3,2,3,8,11,Stimuli-genesforage,,genes.time|genes.M.O1,,,,,genes,M,O1,,,,FALSE,1,1,Men,genes,O1,O,O,M,genes M O1,Man-No Pic,1,0,1
