StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,race,race_5_TEXT,ethnicity,ethnicity_5_TEXT,major.declare,gender,gender_3_TEXT,against.time_First Click,against.time_Last Click,against.time_Page Submit,against.time_Click Count,genes.time_First Click,genes.time_Last Click,genes.time_Page Submit,genes.time_Click Count,shell.time_First Click,shell.time_Last Click,shell.time_Page Submit,shell.time_Click Count,stimuli.title,stimuli.topic.FR,anagram1.time_First Click,anagram1.time_Last Click,anagram1.time_Page Submit,anagram1.time_Click Count,anagram1,anagram2.time_First Click,anagram2.time_Last Click,anagram2.time_Page Submit,anagram2.time_Click Count,anagram2,anagram3.time_First Click,anagram3.time_Last Click,anagram3.time_Page Submit,anagram3.time_Click Count,anagram3,anagram4.time_First Click,anagram4.time_Last Click,anagram4.time_Page Submit,anagram4.time_Click Count,anagram4,anagram5.time_First Click,anagram5.time_Last Click,anagram5.time_Page Submit,anagram5.time_Click Count,anagram5,anagram6.time_First Click,anagram6.time_Last Click,anagram6.time_Page Submit,anagram6.time_Click Count,anagram6,anagram7.time_First Click,anagram7.time_Last Click,anagram7.time_Page Submit,anagram7.time_Click Count,anagram7,anagram8.time_First Click,anagram8.time_Last Click,anagram8.time_Page Submit,anagram8.time_Click Count,anagram8,anagram9.time_First Click,anagram9.time_Last Click,anagram9.time_Page Submit,anagram9.time_Click Count,anagram9,anagram10.time_First Click,anagram10.time_Last Click,anagram10.time_Page Submit,anagram10.time_Click Count,anagram10,creativity.time_First Click,creativity.time_Last Click,creativity.time_Page Submit,creativity.time_Click Count,creativity,interest_1,interest_2,interest_3,interest_4,interest_5,interest_6,interest_7,interest_8,interest_9,interest_10,interest_11,interest_12,interest_13,interest_14,interest_15,interest_16,interest_17,interest_18,lead_1,lead_2,lead_3,lead_4,lead_5,lead_6,lead_7,pj.fit_1,pj.fit_2,pj.fit_3,pj.fit_4,pj.fit_5,confidence_1,confidence_2,confidence_3,selfeff_1,selfeff_2,selfeff_3,selfeff_4,selfeff_5,selfeff_6,selfeff_7,selfeff_8,selfeff_9,selfeff_10,selfeff_11,selfeff_12,selfeff_13,selfeff_14,selfeff_15,selfeff_16,selfeff_17,selfeff_18,dd.interest,dd.graduate,dd.prof,dd.gender.good,dd.gender.career,dd.important,dd.useful,dd.care,dd.school_1,dd.school_2,dd.school_3,dd.school_4,dd.school_5,dd.school_6,dd.school_7,dd.school_8,dd.school_9,dd.school_10,dd.school_11,dd.school_12,dd.school_13,dd.school_14,dd.major,gender.belief_1,gender.belief_2,gender.belief_3,gender.belief_4,suspicion,manip.gender,manip.image,major,major_58_TEXT,stem.major,stem.major_58_TEXT,semester,stem.classes.num,stem.classes.list,psych485
3/5/19 23:29,3/5/19 23:29,Survey Preview,100,11,TRUE,3/5/19 23:29,R_11aRkYlRstZAGuu,preview,EN,Yes,28,,,,,,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/19 23:30,3/5/19 23:30,Survey Preview,100,12,TRUE,3/5/19 23:30,R_2ttBPjUmzlk9nms,preview,EN,Yes,28,,,,,,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/19 23:30,3/5/19 23:31,Survey Preview,100,20,TRUE,3/5/19 23:31,R_3irqRwZYrN5cw45,preview,EN,Yes,27,2,,Hispanic/Latino,,Yes,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/19 23:31,3/5/19 23:31,Survey Preview,100,5,TRUE,3/5/19 23:31,R_1LA6jAdBtW6mGZS,preview,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/19 23:31,3/5/19 23:31,Survey Preview,100,10,TRUE,3/5/19 23:31,R_3fQ4BjwrtZh9wkg,preview,EN,Yes,28,,,,,,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/19 23:31,3/5/19 23:32,Survey Preview,100,17,TRUE,3/5/19 23:32,R_3dYa7Qhd10SwBpX,preview,EN,Yes,28,Native Hawaiian/Other Pacific Islander,,Not Hispanic/Latino,,Yes,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/19 23:32,3/5/19 23:32,Survey Preview,100,9,TRUE,3/5/19 23:32,R_Y3Qh4UiLNQRuxSF,preview,EN,Yes,28,,,,,,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/19 23:32,3/5/19 23:33,Survey Preview,100,24,TRUE,3/5/19 23:33,R_1eJcFoIhWpMSTcG,preview,EN,Yes,28,Black/African American,,Hispanic/Latino,,Yes,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/19 7:55,2/27/19 9:11,IP Address,85,4514,FALSE,3/6/19 9:11,R_xFz8JSjmeFAXs4N,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,2.264,0,Against the tide: Fish quickly adapt to lethal levels of pollution,TEST - LINNEA,3.563,3.563,3.572,1,,1.564,1.564,1.568,1,,1.347,1.347,1.353,1,,1.363,1.363,1.368,1,,2.802,2.802,2.807,1,,1.561,1.561,1.569,1,,1.2,1.2,1.208,1,,1.279,1.279,1.287,1,,0.883,0.883,0.887,1,,1.329,2.717,2.72,2,,2.265,2.265,7.757,1,TEST - LINNEA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely unconfident,Extremely unlikely,Extremely unlikely,Extremely more men,Extremely more men,Extremely unimportant,Extremely useless,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not applicable - I am not a STEM major,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,TEST - LINNEA,,,,,,,,,,
2/27/19 9:19,2/27/19 9:24,IP Address,72,301,FALSE,3/6/19 9:24,R_8iYUNqVfhSnU2jf,anonymous,EN,Yes,,,,,,,,,,,,,0,0,76.074,0,,,,,Genes for age-related cognitive decline found in adult worm neurons,TEST,5.869,5.869,17.199,1,test,2.47,2.47,4.877,1,test,2.151,2.151,4.212,1,test,1.619,1.619,3.95,1,test,1.36,1.36,3.03,1,test,1.275,1.275,2.669,1,test,1.101,1.101,2.551,1,test,0.978,0.978,2.469,1,test,1.094,1.094,2.454,1,test,3.31,3.31,4.917,1,test,10.358,10.358,12.38,1,test,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/19 10:12,2/27/19 10:51,IP Address,98,2296,FALSE,3/6/19 10:51,R_3eaYXbFLoKSP041,anonymous,EN,Yes,,,,,,,,,,,,,35.6,35.6,214.175,1,,,,,Genes for age-related cognitive decline found in adult worm neurons,Dr. Davis and her team have discovered some new gene mutations in adult worms that will have great implications for science.,6.257,6.257,13.47,1,mitochondria,102.087,102.087,102.091,1,,1.766,1.766,23.654,1,pippete,5.008,5.008,5.011,1,,5.152,5.152,5.155,1,,3.477,3.477,3.48,1,,10.315,10.315,10.317,1,,3.846,3.846,3.848,1,,2.725,2.725,2.728,1,,6.733,8.283,8.286,2,,4.475,4.475,221.706,1,"1. keep something warm
2. burn",Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Moderately confident,Neither likely nor unlikely,Slightly likely,Equal numbers of men and women,Slightly more men,Moderately important,Moderately useful,A lot,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,To see perception of gender bias/discrimination of STEM ,Woman,Woman,Cognitive Sciences,,"Bioengineering,Chemical and Biomolecular Engineering,Civil and Environmental Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Kinesiology,Mathematics,Neuroscience,Physics,Cognitive Sciences,Economics,Mathematical Economic Analysis,Psychological Sciences",,2,2,MATH 101; COMP 140,yes
2/27/19 11:09,2/27/19 11:09,IP Address,41,24,FALSE,3/6/19 11:09,R_22FX7BpJDplq2zB,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,2.023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/19 12:39,3/6/19 12:43,Survey Preview,100,247,TRUE,3/6/19 12:43,R_2UacY1jirrCVmZN,preview,EN,Yes,25,"White,2",,Not Hispanic/Latino,,Yes,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/19 12:51,3/6/19 12:51,Survey Preview,100,22,TRUE,3/6/19 12:51,R_0fdouCDuoFa2afD,preview,EN,Yes,30,American Indian/Alaska Native,,Hispanic/Latino,,Yes,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/19 12:58,2/27/19 13:00,IP Address,45,116,FALSE,3/6/19 13:00,R_1HnmDJ6MQSS4jIu,anonymous,EN,Yes,,,,,,,,,0,0,23.277,0,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,Killfish are adapting quickly to their surroundings as toxic levels continue to rise. These findings have baffled researchers and lead to questions on acclimation to new environments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/19 13:07,3/6/19 13:07,Survey Preview,100,20,TRUE,3/6/19 13:07,R_2wEtVYUBu5snjpi,preview,EN,Yes,2,Native Hawaiian/Other Pacific Islander,,Hispanic/Latino,,Yes,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/19 13:28,2/27/19 13:39,IP Address,56,641,FALSE,3/6/19 13:53,R_1lzTwWmCRwV0okC,anonymous,EN,Yes,,,,,,,,,2.429,2.429,240.392,1,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,There is a specific type of fish found by scientists that carry specific genes and pathogens that allow them to live in highly polluted areas that other fish would not have survived in. Implications for research to be done to study what specific gene sequences organisms can have to live and thrive in highly polluted areas. ,2.81,2.864,8.041,2,mitochondrion ,11.129,11.139,11.145,2,,12.312,12.325,12.332,2,,9.466,33.499,33.509,7,,20.748,20.762,20.769,2,,13.747,14.563,14.569,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/19 15:24,3/18/19 15:46,IP Address,100,1311,TRUE,3/18/19 15:46,R_78qWhtPOmOjLAR3,anonymous,EN,Yes,20,White,,Not Hispanic/Latino,,Yes,Woman,,0,0,67.901,0,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,"In this article, researchers from the University of Vermont found that the Atlantic killfish had a high rate of genetic mutation and variation, making the fish better-able to adapt to the rising levels of pollution in water. The high rate of mutation leads to a faster rate of evolution in the Atlantic killfish, and researchers are hopeful that the investigation of these mutated genes could gather insight into mechanisms of adaptation in our ever-changing polluted world. ",1.765,29.727,29.747,2,,1.56,45.568,45.574,6,,4.285,14.049,17.385,5,pipet,1.977,14.104,26.946,4,computation,1.115,1.115,9.088,1,extreme,1.681,19.757,19.764,2,,1.462,1.462,16.977,1,transition,0.85,2.257,18.454,2,figure,1.542,31.957,38.294,3,clean ,3.438,3.438,15.431,1,microscope,12.204,12.204,102.437,1,"1. Covering something that needs to be autoclaved so that it remains sterile
2. Covering a frozen plate of bacteria
",Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Moderately confident,Slightly likely,Moderately likely,Equal numbers of men and women,Equal numbers of men and women,Moderately important,Moderately useful,Quite a bit,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Rarely,Strongly agree,Strongly agree,Strongly agree,Agree,"To test basic scientific competency, but most importantly to gather data from Rice STEM majors on their opinions and beliefs surrounding the STEM field.",Man,Fish,Biochemistry and Cell Biology,,"Bioengineering,Chemical and Biomolecular Engineering,Civil and Environmental Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Mathematics,Neuroscience,Physics,Mathematical Economic Analysis",,5,18,CHEM 121; CHEM 122; PHYS 125; PHYS 126; HEAL 103; CHEM 123; CHEM 124; BIOC 201; BIOC 211; BIOC 341; CHEM 211; CHEM 213; NEUR 380; BIOC 310; BIOC 611; CHEM 212; CHEM 214; CHEM 215; ,No but I have been previously.
3/18/19 15:24,3/18/19 16:02,IP Address,100,2237,TRUE,3/18/19 16:17,R_3D0EnRS9ZKAjX6m,anonymous,EN,Yes,18,White,,Hispanic/Latino,,No,Man,,0,0,104.884,0,,,,,,,,,Against the tide: Fish quickly adapt to lethal levels of pollution,"A researcher from the University of Vermont was studying the rapid evolution of killifish populations in polluted areas that would normally be toxic to the fish. She determined that they were, in fact, 8,000 times more tolerant of these toxins than other fish due to the significantly greater amount of genetic diversity in these populations. While this may seem like a great thing to some, other animals are not able to adapt to the levels of pollution caused by humans as quickly as these killifish and a large reason they were able to survive in the first place was actually that the genetic tolerance already existed as a mutation in the affected populations.",26.237,26.237,39.409,1,mitochondria,1.355,44.672,44.677,2,,3.044,3.044,18.829,1,pippete,1.214,75.701,75.706,2,,3.05,3.05,9.171,1,experiment,3.06,77.9,77.905,2,,71.3,71.3,71.305,1,,66.125,66.125,66.129,1,,23.101,124.049,124.052,6,,7.981,14.689,21.479,3,microscope,22.306,22.306,202.395,1,"1. Comparison to more reactive metals
2. Conducting electricity
3. Constructing models/ figures for experiments
",Disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Moderately confident,Slightly likely,Moderately likely,Slightly more men,Moderately more men,Extremely important,Extremely useful,A great deal,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Rarely,Strongly agree,Strongly agree,Strongly agree,Agree,To gauge people's opinions about gender equality in STEM as well as differences in feelings about STEM between men and women.,Woman,Woman,"Ecology and Evolutionary Biology,Economics",,"Architecture,Bioengineering,Chemical and Biomolecular Engineering,Civil and Environmental Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Kinesiology,Mathematics,Neuroscience,Physics,Cognitive Sciences,Economics,Mathematical Economic Analysis",,2,8,BIOC 201; EBIO 202; EBIO 213; MATH 101; MATH 202; ECON 100; ECON 200; PSYC 101,No
3/18/19 16:03,3/18/19 16:19,IP Address,100,981,TRUE,3/18/19 16:19,R_2f99bZo6kUxDshr,anonymous,EN,Yes,19,Asian,,Not Hispanic/Latino,,Yes,Woman,,,,,,0,0,27.638,0,,,,,Genes for age-related cognitive decline found in adult worm neurons,scientists discovered about how adult worm neurons can affect brain,1.637,13.27,13.274,2,,1.615,17.965,17.968,3,,2.893,79.668,81.975,11,pippet,1.41,24.984,24.987,3,,1.079,23.204,23.207,4,,3.382,3.382,3.385,1,,1.275,3.307,3.31,2,,2.856,2.856,2.86,1,,1.982,12.632,12.637,2,,3.052,3.052,3.059,1,,4.955,77.26,126.687,8,"1. BBQ wrap
2. electrode material
3. cleaning
4. protecting vegetables in the garden
5. photograph light reflector",Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Slightly confident,Extremely likely,Extremely likely,Slightly more men,Moderately more men,Extremely important,Extremely useful,A great deal,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Rarely,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,research about how college students in STEM majors viewing STEM,Woman,Woman,Materials Science and NanoEngineering,,"Architecture,Architectural Studies,Bioengineering,Chemical and Biomolecular Engineering,Civil and Environmental Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Kinesiology,Mathematics,Neuroscience,Physics,Cognitive Sciences,Psychological Sciences",,2,7,"CAAM 210, CAAM 334, MATH 211, MATH 212, MSNE 201, RCEL 100",No
3/18/19 15:40,3/18/19 16:31,IP Address,100,3098,TRUE,3/18/19 16:31,R_2XnBQ8z4L0Km6Cb,anonymous,EN,Yes,20,"Asian,White",,Not Hispanic/Latino,,Yes,Man,,,,,,0,0,136.993,0,,,,,Genes for age-related cognitive decline found in adult worm neurons,"Research scientists were able to isolate single neurons from worms in order to study the insulin/IGF-1 pathway. From this, they researched genes related to neurons that have implications for improving lifespan/health of aging human populations.",141.828,141.828,141.832,1,,179.464,179.464,179.469,1,,79.06,290.516,290.523,6,,4.146,4.146,4.15,1,,2.793,2.793,2.797,1,,3.216,3.216,3.219,1,,292.459,292.459,292.465,1,,49.657,247.471,252.243,7,figurecent,389.376,389.376,389.379,1,,6.845,6.845,6.848,1,,6.587,181.702,184.692,3,"1.  Crucible Cover
2. Laden Jars (capacitors)
3. Thermite (grind up the aluminum)
4. Wires
5. Makeshift bowl",Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Slightly unconfident,Slightly likely,Moderately likely,Equal numbers of men and women,Extremely more men,Moderately important,Moderately useful,A lot,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Sometimes,Agree,Agree,Strongly agree,Somewhat disagree,Not just to get information about STEM. I think this was a test to look for intelligent individuals. The anagrams/aluminum foil questions seemed out of place. They are probably tests to see who are the most intelligent people taking this survey. ,Man,Worm,Electrical and Computer Engineering,,"Bioengineering,Chemical and Biomolecular Engineering,Civil and Environmental Engineering,Computational and Applied Mathematics,Computer Science,Electrical and Computer Engineering,Materials Science and NanoEngineering,Mechanical Engineering,Statistics,Astronomy,Astrophysics,Biochemistry and Cell Biology,Chemical Physics,Chemistry,Earth Science,Ecology and Evolutionary Biology,Environmental Science,Kinesiology,Mathematics,Neuroscience,Physics",,4,12,BIOC 201; CAAM 210; CAAM 335; CHEM 211; CHEM 212; CHEM 215; COMP 140; ELEC 240; ELEC 241; MATH 212; PHYS 101; PHYS 202,NO
